,initial_radius,acoustic_pressure,frequency,temperature,density,viscosity,surface_tension,sound_velocity,vapor_pressure,RP_dynamical_threshold,RP_mach_number,RP_near_zero,RP_max_velocity,RP_critical_transition,KM_dynamical_threshold,KM_mach_number,KM_near_zero,KM_max_velocity,KM_critical_transition,G_dynamical_threshold,G_mach_number,G_near_zero,G_max_velocity,G_critical_transition,critical_maximum,RP_expansion_radius,KM_expansion_radius,G_expansion_radius,RP_acoustic_emissions,KM_acoustic_emissions,G_acoustic_emissions,count
21,1e-06,822222.2222222222,240000.0,10.0,999.6515734780104,0.0013075049290111,0.0742210440778469,1447.279579653885,3271.8,1,0,"(False, False)",695.6507612092432,"(nan, None)",0,0,"(False, False)",1.0360672447105326,"(-1, 43.07039001377987)",0,1,"(False, False)",-0.7435148980720673,"(-1, 43.24318881951253)",1.878772262778545,1,0,0,1,0,0,4
22,1e-06,822222.2222222222,460000.0,10.0,999.6515734780104,0.0013075049290111,0.0742210440778469,1447.279579653885,3271.8,1,0,"(False, False)",696.3013487753843,"(nan, None)",0,0,"(False, False)",0.2229202089099371,"(-1, 22.97441857120287)",0,1,"(False, False)",-0.7665839068544303,"(-1, 22.96587121237564)",1.878772262778545,1,0,0,1,0,0,4
23,1e-06,822222.2222222222,680000.0,10.0,999.6515734780104,0.0013075049290111,0.0742210440778469,1447.279579653885,3271.8,1,0,"(False, False)",696.6922150840713,"(nan, None)",0,0,"(False, False)",0.686210903938487,"(-1, 15.724040457555684)",0,1,"(False, False)",-0.7836474308552551,"(-1, 15.008489083380704)",1.878772262778545,1,0,0,1,0,0,4
24,1e-06,822222.2222222222,900000.0,10.0,999.6515734780104,0.0013075049290111,0.0742210440778469,1447.279579653885,3271.8,1,0,"(False, False)",5.449929119207464,"(11.151694698082139, 2.133120630475101)",0,0,"(False, False)",0.7342292175043417,"(-1, 12.47808353680629)",0,1,"(False, False)",-0.5630638906840254,"(9.494768059585661, 12.526031472572091)",1.878772262778545,0,0,0,0,0,0,2
25,1e-06,822222.2222222222,1120000.0,10.0,999.6515734780104,0.0013075049290111,0.0742210440778469,1447.279579653885,3271.8,1,0,"(True, True)",4.009608768716314,"(9.017371765492303, None)",0,0,"(False, False)",0.87107168996538,"(-1, 10.330612670113245)",0,1,"(False, False)",-1.6365034967642071,"(-1, 10.439580593950815)",1.878772262778545,0,0,0,0,0,0,2
26,1e-06,822222.2222222222,1340000.0,10.0,999.6515734780104,0.0013075049290111,0.0742210440778469,1447.279579653885,3271.8,1,0,"(True, True)",1.2770060461788302,"(7.593946137385957, None)",0,0,"(False, False)",0.622595517507554,"(-1, 8.85349167318448)",0,1,"(False, False)",-1.4768046175092566,"(-1, 8.969163808381772)",1.878772262778545,0,0,0,0,0,0,2
27,1e-06,822222.2222222222,1560000.0,10.0,999.6515734780104,0.0013075049290111,0.0742210440778469,1447.279579653885,3271.8,1,0,"(True, True)",0.4117495942227498,"(6.579028521425086, None)",0,0,"(False, False)",0.2569974172087363,"(-1, 7.590931622678122)",0,1,"(False, False)",-1.3735516089658375,"(-1, 7.913390934206117)",1.878772262778545,0,0,0,0,0,0,2
28,1e-06,822222.2222222222,1780000.0,10.0,999.6515734780104,0.0013075049290111,0.0742210440778469,1447.279579653885,3271.8,1,0,"(False, False)",10.382458266961615,"(98110947.20937034, 11.825527429427872)",0,0,"(False, False)",0.104896812607397,"(-1, 6.9266394666015225)",0,1,"(False, False)",-1.686958278984126,"(1.168220731983415, 7.023945058862759)",1.878772262778545,0,0,0,0,0,0,2
29,1e-06,822222.2222222222,2000000.0,10.0,999.6515734780104,0.0013075049290111,0.0742210440778469,1447.279579653885,3271.8,1,0,"(False, False)",1.6359285020943823,"(10.355536568203481, 2.133120630475101)",0,1,"(False, False)",-0.1184058400164622,"(-1, 6.360185249035066)",0,1,"(False, False)",-1.8576419451574055,"(1.0255994418847134, 6.278843328457529)",1.878772262778545,0,0,0,0,0,0,3
30,1e-06,1133333.3333333335,20000.0,10.0,999.6515734780104,0.0013075049290111,0.0742210440778469,1447.279579653885,3271.8,1,0,"(False, False)",17.53693601673211,"(3087.7066995950977, 3087.7066995950977)",1,0,"(False, False)",37.7183493917348,"(4.79219814828617e+20, None)",1,0,"(False, False)",267.1974394362298,"(3.5046133925000003e+18, None)",1.878772262778545,0,0,0,0,1,1,5
31,1e-06,1133333.3333333335,240000.0,10.0,999.6515734780104,0.0013075049290111,0.0742210440778469,1447.279579653885,3271.8,1,0,"(False, False)",17.471376893796116,"(66533452.87697922, 1.6403143510605271)",0,0,"(False, False)",0.7893344270673696,"(-1, 53.5830437150037)",0,1,"(False, False)",-0.9781342892809326,"(-1, 53.03830734141043)",1.878772262778545,0,0,0,0,0,0,2
32,1e-06,1133333.3333333335,460000.0,10.0,999.6515734780104,0.0013075049290111,0.0742210440778469,1447.279579653885,3271.8,1,0,"(True, True)",13.60580113499958,"(26.925093220448055, None)",0,0,"(False, False)",0.2907421291742696,"(-1, 28.04644826207027)",0,1,"(False, False)",-0.9981173458309616,"(-1, 27.392252883907226)",1.878772262778545,0,0,0,0,0,0,2
